==================================================================================
Lottery Ticket Experiment (Replicate 1)
----------------------------------------------------------------------------------
Dataset Hyperparameters
    * dataset_name => mnist
    * batch_size => 60
Model Hyperparameters
    * model_name => mnist_lenet_300_100
    * model_init => kaiming_normal
    * batchnorm_init => uniform
Training Hyperparameters
    * optimizer_name => adam
    * lr => 0.0012
    * training_steps => 50ep
Pruning Hyperparameters
    * pruning_strategy => fisher_pruning
    * pruning_fraction => 0.2
    * dataset_name => mnist
    * num_data_points => 128
Output Location: open_lth_data/lottery_cd1a99b626911386b7d5dcd4f84285bc/replicate_1/level_0/main
==================================================================================

----------------------------------------------------------------------------------
Pruning Level 0
----------------------------------------------------------------------------------
test	ep 006	it 000	loss 0.086	acc 97.46%	ex 10000	time 18.00s
test	ep 007	it 000	loss 0.078	acc 97.80%	ex 10000	time 17.98s
test	ep 008	it 000	loss 0.081	acc 97.77%	ex 10000	time 17.91s
test	ep 009	it 000	loss 0.095	acc 97.56%	ex 10000	time 22.33s
test	ep 010	it 000	loss 0.092	acc 97.63%	ex 10000	time 18.04s
test	ep 011	it 000	loss 0.100	acc 97.54%	ex 10000	time 18.03s
test	ep 012	it 000	loss 0.099	acc 97.64%	ex 10000	time 18.05s
test	ep 013	it 000	loss 0.115	acc 97.35%	ex 10000	time 18.03s
test	ep 014	it 000	loss 0.096	acc 97.98%	ex 10000	time 21.79s
test	ep 015	it 000	loss 0.104	acc 97.82%	ex 10000	time 18.80s
test	ep 016	it 000	loss 0.101	acc 97.71%	ex 10000	time 18.00s
test	ep 017	it 000	loss 0.098	acc 97.91%	ex 10000	time 18.10s
test	ep 018	it 000	loss 0.112	acc 97.81%	ex 10000	time 18.03s
test	ep 019	it 000	loss 0.115	acc 97.86%	ex 10000	time 19.58s
test	ep 020	it 000	loss 0.120	acc 97.82%	ex 10000	time 20.95s
test	ep 021	it 000	loss 0.111	acc 97.96%	ex 10000	time 17.94s
test	ep 022	it 000	loss 0.115	acc 97.71%	ex 10000	time 17.96s
test	ep 023	it 000	loss 0.113	acc 98.00%	ex 10000	time 18.02s
test	ep 024	it 000	loss 0.121	acc 97.90%	ex 10000	time 18.21s
test	ep 025	it 000	loss 0.124	acc 97.79%	ex 10000	time 22.31s
test	ep 026	it 000	loss 0.125	acc 97.79%	ex 10000	time 18.09s
test	ep 027	it 000	loss 0.145	acc 97.60%	ex 10000	time 18.10s
test	ep 028	it 000	loss 0.142	acc 97.60%	ex 10000	time 17.97s
test	ep 029	it 000	loss 0.147	acc 97.68%	ex 10000	time 17.98s
test	ep 030	it 000	loss 0.166	acc 97.51%	ex 10000	time 22.53s
test	ep 031	it 000	loss 0.158	acc 97.55%	ex 10000	time 18.33s
test	ep 032	it 000	loss 0.162	acc 97.34%	ex 10000	time 18.24s
test	ep 033	it 000	loss 0.135	acc 97.96%	ex 10000	time 18.22s
test	ep 034	it 000	loss 0.174	acc 97.33%	ex 10000	time 18.12s
test	ep 035	it 000	loss 0.157	acc 97.67%	ex 10000	time 22.44s
test	ep 036	it 000	loss 0.176	acc 97.67%	ex 10000	time 18.21s
test	ep 037	it 000	loss 0.160	acc 97.74%	ex 10000	time 18.23s
test	ep 038	it 000	loss 0.153	acc 97.97%	ex 10000	time 18.28s
test	ep 039	it 000	loss 0.181	acc 97.62%	ex 10000	time 18.24s
test	ep 040	it 000	loss 0.177	acc 97.66%	ex 10000	time 22.34s
test	ep 041	it 000	loss 0.157	acc 97.91%	ex 10000	time 18.25s
test	ep 042	it 000	loss 0.177	acc 97.64%	ex 10000	time 18.21s
test	ep 043	it 000	loss 0.179	acc 97.73%	ex 10000	time 18.29s
test	ep 044	it 000	loss 0.179	acc 97.73%	ex 10000	time 18.20s
test	ep 045	it 000	loss 0.170	acc 97.88%	ex 10000	time 22.58s
